ciclo,id_entidad_federativa,entidad_federativa,id_municipio,municipio,tomas_pagadas,monto_agua,monto_recaudado_percapita,lugar_estatal_percapita,lugar_nacional_percapita,promedio_recaudacion_percapita_estatal,promedio_recaudacion_percapita_nacional,poblacion
2023,12,Guerrero,8,Atenango del Río,347,96471,11,33,1678,64,212,9147
2024,12,Guerrero,8,Atenango del Río,428,202939,22,23,1496,63,225,9147
2010,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,37,1885,34,92,5706
2011,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,43,1839,37,100,5706
2012,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,44,1819,39,111,5706
2013,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,42,1845,77,117,5706
2014,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,43,1812,83,125,5706
2015,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,43,1832,87,125,5476
2016,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,44,1852,92,136,5476
2017,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,40,1875,53,147,5476
2018,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,42,1913,54,151,5476
2019,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,52,1873,58,166,5476
2020,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,45,1884,51,162,5811
2021,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,49,1909,48,176,5811
2022,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,58,1933,58,197,5811
2023,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,55,1945,64,212,5811
2024,12,Guerrero,9,Atlamajalcingo del Monte,0,0,0,51,1925,63,225,5811
2010,12,Guerrero,10,Atlixtac,37,1600,0,37,1885,34,92,26341
2011,12,Guerrero,10,Atlixtac,0,0,0,43,1839,37,100,26341
2012,12,Guerrero,10,Atlixtac,0,0,0,44,1819,39,111,26341
2013,12,Guerrero,10,Atlixtac,0,0,0,42,1845,77,117,26341
2014,12,Guerrero,10,Atlixtac,0,0,0,43,1812,83,125,26341
2015,12,Guerrero,10,Atlixtac,0,0,0,43,1832,87,125,27212
2016,12,Guerrero,10,Atlixtac,0,0,0,44,1852,92,136,27212
2017,12,Guerrero,10,Atlixtac,0,0,0,40,1875,53,147,27212
2018,12,Guerrero,10,Atlixtac,0,0,0,42,1913,54,151,27212
2019,12,Guerrero,10,Atlixtac,0,0,0,52,1873,58,166,27212
2020,12,Guerrero,10,Atlixtac,0,0,0,45,1884,51,162,28491
2021,12,Guerrero,10,Atlixtac,0,0,0,49,1909,48,176,28491
2022,12,Guerrero,10,Atlixtac,0,0,0,58,1933,58,197,28491
2023,12,Guerrero,10,Atlixtac,0,0,0,55,1945,64,212,28491
2024,12,Guerrero,10,Atlixtac,0,0,0,51,1925,63,225,28491
2010,12,Guerrero,11,Atoyac de Álvarez,1532,2275166,37,13,1022,34,92,61316
2011,12,Guerrero,11,Atoyac de Álvarez,1688,2537701,41,16,1030,37,100,61316
2012,12,Guerrero,11,Atoyac de Álvarez,1798,3322628,54,12,984,39,111,61316
2013,12,Guerrero,11,Atoyac de Álvarez,1650,2696926,44,12,1072,77,117,61316
2014,12,Guerrero,11,Atoyac de Álvarez,1562,2298829,37,13,1143,83,125,61316
2015,12,Guerrero,11,Atoyac de Álvarez,1625,2379927,39,13,1135,87,125,60382
2016,12,Guerrero,11,Atoyac de Álvarez,1412,1947915,32,16,1245,92,136,60382
2017,12,Guerrero,11,Atoyac de Álvarez,1395,1834283,30,16,1279,53,147,60382
2018,12,Guerrero,11,Atoyac de Álvarez,1435,1888722,31,16,1293,54,151,60382
2019,12,Guerrero,11,Atoyac de Álvarez,1568,2444752,40,15,1215,58,166,60382
2020,12,Guerrero,11,Atoyac de Álvarez,1298,1765186,29,16,1316,51,162,60680
2021,12,Guerrero,11,Atoyac de Álvarez,1315,1397269,23,18,1409,48,176,60680
2022,12,Guerrero,11,Atoyac de Álvarez,1347,1011657,17,28,1534,58,197,60680
2023,12,Guerrero,11,Atoyac de Álvarez,1643,2104497,35,19,1389,64,212,60680
2024,12,Guerrero,11,Atoyac de Álvarez,2147,3745608,62,13,1187,63,225,60680
2010,12,Guerrero,12,Ayutla de los Libres,582,293879,5,31,1632,34,92,62690
2011,12,Guerrero,12,Ayutla de los Libres,603,306218,5,35,1613,37,100,62690
2012,12,Guerrero,12,Ayutla de los Libres,518,206434,3,34,1666,39,111,62690
2013,12,Guerrero,12,Ayutla de los Libres,812,375758,6,30,1597,77,117,62690
2014,12,Guerrero,12,Ayutla de los Libres,797,376216,6,26,1610,83,125,62690
2015,12,Guerrero,12,Ayutla de los Libres,796,370503,5,28,1642,87,125,69716
2016,12,Guerrero,12,Ayutla de los Libres,873,410370,6,33,1642,92,136,69716
2017,12,Guerrero,12,Ayutla de los Libres,865,407423,6,33,1672,53,147,69716
2018,12,Guerrero,12,Ayutla de los Libres,808,323645,5,33,1728,54,151,69716
2019,12,Guerrero,12,Ayutla de los Libres,957,403888,6,37,1689,58,166,69716
2020,12,Guerrero,12,Ayutla de los Libres,986,408249,6,33,1693,51,162,69123
2021,12,Guerrero,12,Ayutla de los Libres,1002,333373,5,37,1740,48,176,69123
2022,12,Guerrero,12,Ayutla de los Libres,1047,288112,4,48,1810,58,197,69123
2023,12,Guerrero,12,Ayutla de los Libres,1534,555873,8,40,1731,64,212,69123
2024,12,Guerrero,12,Ayutla de los Libres,1508,577129,8,39,1716,63,225,69123
2010,12,Guerrero,13,Azoyú,0,0,0,37,1885,34,92,14429
2011,12,Guerrero,13,Azoyú,0,0,0,43,1839,37,100,14429
2012,12,Guerrero,13,Azoyú,0,0,0,44,1819,39,111,14429
2013,12,Guerrero,13,Azoyú,0,0,0,42,1845,77,117,14429
2014,12,Guerrero,13,Azoyú,0,0,0,43,1812,83,125,14429
2015,12,Guerrero,13,Azoyú,0,0,0,43,1832,87,125,14865
2016,12,Guerrero,13,Azoyú,0,0,0,44,1852,92,136,14865
2017,12,Guerrero,13,Azoyú,0,0,0,40,1875,53,147,14865
2018,12,Guerrero,13,Azoyú,0,0,0,42,1913,54,151,14865
2019,12,Guerrero,13,Azoyú,102,38650,3,42,1786,58,166,14865
2020,12,Guerrero,13,Azoyú,0,0,0,45,1884,51,162,15099
2021,12,Guerrero,13,Azoyú,0,0,0,49,1909,48,176,15099
2022,12,Guerrero,13,Azoyú,587,122400,8,40,1716,58,197,15099
2023,12,Guerrero,13,Azoyú,615,128300,8,39,1722,64,212,15099
2024,12,Guerrero,13,Azoyú,692,146400,10,34,1686,63,225,15099
2010,12,Guerrero,14,Benito Juárez,1637,1281659,85,8,731,34,92,15019
2011,12,Guerrero,14,Benito Juárez,1325,1093696,73,9,815,37,100,15019
2012,12,Guerrero,14,Benito Juárez,1437,1380856,92,8,780,39,111,15019
2013,12,Guerrero,14,Benito Juárez,1241,984355,66,9,934,77,117,15019
2014,12,Guerrero,14,Benito Juárez,1223,999928,67,10,945,83,125,15019
2015,12,Guerrero,14,Benito Juárez,1218,986672,64,9,968,87,125,15318
2016,12,Guerrero,14,Benito Juárez,1173,914036,60,13,1023,92,136,15318
2017,12,Guerrero,14,Benito Juárez,1195,955967,62,13,1022,53,147,15318
2018,12,Guerrero,14,Benito Juárez,1296,1176530,77,9,949,54,151,15318
2019,12,Guerrero,14,Benito Juárez,1187,980758,64,11,1038,58,166,15318
2020,12,Guerrero,14,Benito Juárez,216,90437,6,34,1694,51,162,15442
2021,12,Guerrero,14,Benito Juárez,182,98790,6,33,1696,48,176,15442
2022,12,Guerrero,14,Benito Juárez,1487,751527,49,14,1240,58,197,15442
2023,12,Guerrero,14,Benito Juárez,1583,953191,62,13,1188,64,212,15442
2024,12,Guerrero,14,Benito Juárez,1459,750848,49,15,1271,63,225,15442
2010,12,Guerrero,15,Buenavista De Cuéllar,1167,1094179,86,7,724,34,92,12688
2011,12,Guerrero,15,Buenavista De Cuéllar,1120,1031589,81,8,772,37,100,12688
2012,12,Guerrero,15,Buenavista De Cuéllar,1145,1099064,87,9,804,39,111,12688
2013,12,Guerrero,15,Buenavista De Cuéllar,1098,1062687,84,8,848,77,117,12688
2014,12,Guerrero,15,Buenavista De Cuéllar,1214,1229578,97,8,808,83,125,12688
2015,12,Guerrero,15,Buenavista De Cuéllar,1298,1262158,95,7,813,87,125,13286
2016,12,Guerrero,15,Buenavista De Cuéllar,1387,1406034,106,7,815,92,136,13286
2017,12,Guerrero,15,Buenavista De Cuéllar,1590,1951190,147,6,701,53,147,13286
2018,12,Guerrero,15,Buenavista De Cuéllar,1462,1721343,130,6,757,54,151,13286
2019,12,Guerrero,15,Buenavista De Cuéllar,1687,1842751,139,6,765,58,166,13286
2020,12,Guerrero,15,Buenavista De Cuéllar,1754,1966729,151,6,731,51,162,12982
2021,12,Guerrero,15,Buenavista De Cuéllar,1693,2312624,178,6,696,48,176,12982
2022,12,Guerrero,15,Buenavista De Cuéllar,1935,2726547,210,6,688,58,197,12982
2023,12,Guerrero,15,Buenavista De Cuéllar,2052,3046155,235,7,639,64,212,12982
2024,12,Guerrero,15,Buenavista De Cuéllar,2147,3216936,248,6,638,63,225,12982
2010,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,37,1885,34,92,13025
2011,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,43,1839,37,100,13025
2012,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,44,1819,39,111,13025
2013,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,42,1845,77,117,13025
2014,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,43,1812,83,125,13025
2015,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,43,1832,87,125,12725
2016,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,44,1852,92,136,12725
2017,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,40,1875,53,147,12725
2018,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,42,1913,54,151,12725
2019,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,52,1873,58,166,12725
2020,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,45,1884,51,162,12408
2021,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,49,1909,48,176,12408
2022,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,58,1933,58,197,12408
2023,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,55,1945,64,212,12408
2024,12,Guerrero,16,Coahuayutla de José María Izazaga,0,0,0,51,1925,63,225,12408
2010,12,Guerrero,17,Cocula,0,0,0,37,1885,34,92,14707
2011,12,Guerrero,17,Cocula,0,0,0,43,1839,37,100,14707
2012,12,Guerrero,17,Cocula,0,0,0,44,1819,39,111,14707
2013,12,Guerrero,17,Cocula,0,0,0,42,1845,77,117,14707
2014,12,Guerrero,17,Cocula,0,0,0,43,1812,83,125,14707
2015,12,Guerrero,17,Cocula,0,0,0,43,1832,87,125,13457
2016,12,Guerrero,17,Cocula,0,0,0,44,1852,92,136,13457
2017,12,Guerrero,17,Cocula,0,0,0,40,1875,53,147,13457
2018,12,Guerrero,17,Cocula,0,0,0,42,1913,54,151,13457
2019,12,Guerrero,17,Cocula,0,0,0,52,1873,58,166,13457
2020,12,Guerrero,17,Cocula,0,0,0,45,1884,51,162,15579
2021,12,Guerrero,17,Cocula,0,0,0,49,1909,48,176,15579
2022,12,Guerrero,17,Cocula,1128,520988,33,20,1361,58,197,15579
2023,12,Guerrero,17,Cocula,1186,475166,31,22,1423,64,212,15579
2024,12,Guerrero,17,Cocula,1243,444200,29,21,1435,63,225,15579
2010,12,Guerrero,18,Copala,439,545890,40,12,999,34,92,13636
2011,12,Guerrero,18,Copala,518,653013,48,13,984,37,100,13636
2012,12,Guerrero,18,Copala,498,546155,40,14,1076,39,111,13636
2013,12,Guerrero,18,Copala,521,559143,41,13,1091,77,117,13636
2014,12,Guerrero,18,Copala,476,391024,29,15,1232,83,125,13636
2015,12,Guerrero,18,Copala,605,484951,34,14,1176,87,125,14304
2016,12,Guerrero,18,Copala,589,460784,32,17,1246,92,136,14304
2017,12,Guerrero,18,Copala,563,453973,32,15,1267,53,147,14304
2018,12,Guerrero,18,Copala,489,346148,24,19,1370,54,151,14304
2019,12,Guerrero,18,Copala,512,420752,29,19,1315,58,166,14304
2020,12,Guerrero,18,Copala,498,310472,21,18,1395,51,162,14463
2021,12,Guerrero,18,Copala,213,41050,3,43,1800,48,176,14463
2022,12,Guerrero,18,Copala,1023,538519,37,18,1329,58,197,14463
2023,12,Guerrero,18,Copala,954,337651,23,25,1501,64,212,14463
2024,12,Guerrero,18,Copala,1089,176898,12,29,1635,63,225,14463
2010,12,Guerrero,19,Copalillo,0,0,0,37,1885,34,92,14456
2011,12,Guerrero,19,Copalillo,0,0,0,43,1839,37,100,14456
2012,12,Guerrero,19,Copalillo,0,0,0,44,1819,39,111,14456
2013,12,Guerrero,19,Copalillo,0,0,0,42,1845,77,117,14456
2014,12,Guerrero,19,Copalillo,0,0,0,43,1812,83,125,14456
2015,12,Guerrero,19,Copalillo,0,0,0,43,1832,87,125,14866
2016,12,Guerrero,19,Copalillo,0,0,0,44,1852,92,136,14866
2017,12,Guerrero,19,Copalillo,0,0,0,40,1875,53,147,14866
2018,12,Guerrero,19,Copalillo,0,0,0,42,1913,54,151,14866
2019,12,Guerrero,19,Copalillo,0,0,0,52,1873,58,166,14866
2020,12,Guerrero,19,Copalillo,0,0,0,45,1884,51,162,15598
2021,12,Guerrero,19,Copalillo,0,0,0,49,1909,48,176,15598
2022,12,Guerrero,19,Copalillo,0,0,0,58,1933,58,197,15598
2023,12,Guerrero,19,Copalillo,0,0,0,55,1945,64,212,15598
2024,12,Guerrero,19,Copalillo,0,0,0,51,1925,63,225,15598
2010,12,Guerrero,20,Copanatoyac,0,0,0,37,1885,34,92,18855
2011,12,Guerrero,20,Copanatoyac,0,0,0,43,1839,37,100,18855
2012,12,Guerrero,20,Copanatoyac,0,0,0,44,1819,39,111,18855
2013,12,Guerrero,20,Copanatoyac,0,0,0,42,1845,77,117,18855
2014,12,Guerrero,20,Copanatoyac,0,0,0,43,1812,83,125,18855
2015,12,Guerrero,20,Copanatoyac,0,0,0,43,1832,87,125,20192
2016,12,Guerrero,20,Copanatoyac,0,0,0,44,1852,92,136,20192
2017,12,Guerrero,20,Copanatoyac,0,0,0,40,1875,53,147,20192
2018,12,Guerrero,20,Copanatoyac,0,0,0,42,1913,54,151,20192
2019,12,Guerrero,20,Copanatoyac,0,0,0,52,1873,58,166,20192
2020,12,Guerrero,20,Copanatoyac,0,0,0,45,1884,51,162,21648
2021,12,Guerrero,20,Copanatoyac,0,0,0,49,1909,48,176,21648
2022,12,Guerrero,20,Copanatoyac,0,0,0,58,1933,58,197,21648
2023,12,Guerrero,20,Copanatoyac,0,0,0,55,1945,64,212,21648
2024,12,Guerrero,20,Copanatoyac,0,0,0,51,1925,63,225,21648
2010,12,Guerrero,21,Coyuca de Benítez,360,757401,10,23,1447,34,92,73460
2011,12,Guerrero,21,Coyuca de Benítez,296,590566,8,29,1519,37,100,73460
2012,12,Guerrero,21,Coyuca de Benítez,288,524347,7,25,1547,39,111,73460
2013,12,Guerrero,21,Coyuca de Benítez,365,720279,10,24,1498,77,117,73460
2014,12,Guerrero,21,Coyuca de Benítez,342,426856,6,27,1616,83,125,73460
2015,12,Guerrero,21,Coyuca de Benítez,402,487949,6,27,1612,87,125,76306
2016,12,Guerrero,21,Coyuca de Benítez,590,779632,10,28,1526,92,136,76306
2017,12,Guerrero,21,Coyuca de Benítez,564,617085,8,31,1602,53,147,76306
2018,12,Guerrero,21,Coyuca de Benítez,542,583462,8,31,1642,54,151,76306
2019,12,Guerrero,21,Coyuca de Benítez,918,1488082,20,23,1429,58,166,76306
2020,12,Guerrero,21,Coyuca de Benítez,879,872608,12,21,1542,51,162,73056
2021,12,Guerrero,21,Coyuca de Benítez,905,961100,13,24,1540,48,176,73056
2022,12,Guerrero,21,Coyuca de Benítez,1074,931087,13,31,1602,58,197,73056
2023,12,Guerrero,21,Coyuca de Benítez,1125,704896,10,37,1698,64,212,73056
2024,12,Guerrero,21,Coyuca de Benítez,1231,612032,8,38,1715,63,225,73056
2010,12,Guerrero,22,Coyuca de Catalán,163,326861,8,27,1532,34,92,42069
2011,12,Guerrero,22,Coyuca de Catalán,156,316890,8,30,1529,37,100,42069
2012,12,Guerrero,22,Coyuca de Catalán,136,268296,6,26,1567,39,111,42069
2013,12,Guerrero,22,Coyuca de Catalán,175,256770,6,28,1590,77,117,42069
2014,12,Guerrero,22,Coyuca de Catalán,152,174240,4,30,1662,83,125,42069
2015,12,Guerrero,22,Coyuca de Catalán,159,173442,4,29,1666,87,125,39002
2016,12,Guerrero,22,Coyuca de Catalán,232,442750,11,26,1508,92,136,39002
2017,12,Guerrero,22,Coyuca de Catalán,198,268942,7,32,1634,53,147,39002
2018,12,Guerrero,22,Coyuca de Catalán,172,193730,5,32,1724,54,151,39002
2019,12,Guerrero,22,Coyuca de Catalán,457,378402,10,33,1594,58,166,39002
2020,12,Guerrero,22,Coyuca de Catalán,342,152433,4,36,1748,51,162,38554
2021,12,Guerrero,22,Coyuca de Catalán,357,388639,10,28,1612,48,176,38554
2022,12,Guerrero,22,Coyuca de Catalán,389,461476,12,34,1623,58,197,38554
2023,12,Guerrero,22,Coyuca de Catalán,689,379807,10,36,1693,64,212,38554
2024,12,Guerrero,22,Coyuca de Catalán,742,357097,9,35,1697,63,225,38554
2010,12,Guerrero,23,Cuajinicuilapa,0,0,0,37,1885,34,92,25922
2011,12,Guerrero,23,Cuajinicuilapa,912,399004,15,21,1347,37,100,25922
2012,12,Guerrero,23,Cuajinicuilapa,0,0,0,44,1819,39,111,25922
2013,12,Guerrero,23,Cuajinicuilapa,0,0,0,42,1845,77,117,25922
2014,12,Guerrero,23,Cuajinicuilapa,0,0,0,43,1812,83,125,25922
2015,12,Guerrero,23,Cuajinicuilapa,0,0,0,43,1832,87,125,27266
2016,12,Guerrero,23,Cuajinicuilapa,0,0,0,44,1852,92,136,27266
2017,12,Guerrero,23,Cuajinicuilapa,0,0,0,40,1875,53,147,27266
2018,12,Guerrero,23,Cuajinicuilapa,0,0,0,42,1913,54,151,27266
2019,12,Guerrero,23,Cuajinicuilapa,541,250442,9,34,1605,58,166,27266
2020,12,Guerrero,23,Cuajinicuilapa,401,148773,6,35,1701,51,162,26627
2021,12,Guerrero,23,Cuajinicuilapa,358,627681,24,17,1403,48,176,26627
2022,12,Guerrero,23,Cuajinicuilapa,412,466012,18,27,1521,58,197,26627
2023,12,Guerrero,23,Cuajinicuilapa,912,1183764,44,16,1297,64,212,26627
2024,12,Guerrero,23,Cuajinicuilapa,838,353060,13,27,1621,63,225,26627
2010,12,Guerrero,24,Cualác,0,0,0,37,1885,34,92,7007
2011,12,Guerrero,24,Cualác,188,205418,29,17,1158,37,100,7007
2012,12,Guerrero,24,Cualác,154,146768,21,17,1280,39,111,7007
2013,12,Guerrero,24,Cualác,183,191863,27,15,1217,77,117,7007
2014,12,Guerrero,24,Cualác,148,114656,16,22,1385,83,125,7007
2015,12,Guerrero,24,Cualác,156,119027,16,20,1402,87,125,7649
2016,12,Guerrero,24,Cualác,208,291632,38,14,1175,92,136,7649
2017,12,Guerrero,24,Cualác,183,222410,29,17,1294,53,147,7649
2018,12,Guerrero,24,Cualác,167,144780,19,20,1424,54,151,7649
2019,12,Guerrero,24,Cualác,0,0,0,52,1873,58,166,7649
2020,12,Guerrero,24,Cualác,0,0,0,45,1884,51,162,7874
2021,12,Guerrero,24,Cualác,0,0,0,49,1909,48,176,7874
2022,12,Guerrero,24,Cualác,283,149747,19,25,1504,58,197,7874
2023,12,Guerrero,24,Cualác,324,193539,25,24,1484,64,212,7874
2024,12,Guerrero,24,Cualác,216,39095,5,43,1789,63,225,7874
2010,12,Guerrero,25,Cuautepec,0,0,0,37,1885,34,92,15115
2011,12,Guerrero,25,Cuautepec,0,0,0,43,1839,37,100,15115
2012,12,Guerrero,25,Cuautepec,0,0,0,44,1819,39,111,15115
2013,12,Guerrero,25,Cuautepec,0,0,0,42,1845,77,117,15115
2014,12,Guerrero,25,Cuautepec,0,0,0,43,1812,83,125,15115
2015,12,Guerrero,25,Cuautepec,0,0,0,43,1832,87,125,16415
2016,12,Guerrero,25,Cuautepec,0,0,0,44,1852,92,136,16415
2017,12,Guerrero,25,Cuautepec,0,0,0,40,1875,53,147,16415
2018,12,Guerrero,25,Cuautepec,0,0,0,42,1913,54,151,16415
2019,12,Guerrero,25,Cuautepec,0,0,0,52,1873,58,166,16415
2020,12,Guerrero,25,Cuautepec,0,0,0,45,1884,51,162,17024
2021,12,Guerrero,25,Cuautepec,196,9805,1,48,1905,48,176,17024
2022,12,Guerrero,25,Cuautepec,0,0,0,58,1933,58,197,17024
2023,12,Guerrero,25,Cuautepec,0,0,0,55,1945,64,212,17024
2024,12,Guerrero,25,Cuautepec,0,0,0,51,1925,63,225,17024
2010,12,Guerrero,26,Cuetzala del Progreso,0,0,0,37,1885,34,92,9166
2011,12,Guerrero,26,Cuetzala del Progreso,0,0,0,43,1839,37,100,9166
2012,12,Guerrero,26,Cuetzala del Progreso,0,0,0,44,1819,39,111,9166
2013,12,Guerrero,26,Cuetzala del Progreso,0,0,0,42,1845,77,117,9166
2014,12,Guerrero,26,Cuetzala del Progreso,0,0,0,43,1812,83,125,9166
2015,12,Guerrero,26,Cuetzala del Progreso,0,0,0,43,1832,87,125,8559
2016,12,Guerrero,26,Cuetzala del Progreso,0,0,0,44,1852,92,136,8559
2017,12,Guerrero,26,Cuetzala del Progreso,0,0,0,40,1875,53,147,8559
2018,12,Guerrero,26,Cuetzala del Progreso,0,0,0,42,1913,54,151,8559
2019,12,Guerrero,26,Cuetzala del Progreso,0,0,0,52,1873,58,166,8559
2020,12,Guerrero,26,Cuetzala del Progreso,87,19972,2,41,1803,51,162,8272
2021,12,Guerrero,26,Cuetzala del Progreso,98,125065,15,22,1509,48,176,8272
2022,12,Guerrero,26,Cuetzala del Progreso,107,99215,12,33,1621,58,197,8272
2023,12,Guerrero,26,Cuetzala del Progreso,152,117820,14,30,1611,64,212,8272
2024,12,Guerrero,26,Cuetzala del Progreso,109,50002,6,41,1766,63,225,8272
2010,12,Guerrero,27,Cutzamala de Pinzón,0,0,0,37,1885,34,92,21388
2011,12,Guerrero,27,Cutzamala de Pinzón,0,0,0,43,1839,37,100,21388
2012,12,Guerrero,27,Cutzamala de Pinzón,0,0,0,44,1819,39,111,21388
2013,12,Guerrero,27,Cutzamala de Pinzón,0,0,0,42,1845,77,117,21388
2014,12,Guerrero,27,Cutzamala de Pinzón,0,0,0,43,1812,83,125,21388
2015,12,Guerrero,27,Cutzamala de Pinzón,0,0,0,43,1832,87,125,19746
2016,12,Guerrero,27,Cutzamala de Pinzón,26,7343,0,44,1852,92,136,19746
2017,12,Guerrero,27,Cutzamala de Pinzón,0,0,0,40,1875,53,147,19746
2018,12,Guerrero,27,Cutzamala de Pinzón,1,232,0,42,1913,54,151,19746
2019,12,Guerrero,27,Cutzamala de Pinzón,287,79315,4,40,1737,58,166,19746
2020,12,Guerrero,27,Cutzamala de Pinzón,0,0,0,45,1884,51,162,20537
2021,12,Guerrero,27,Cutzamala de Pinzón,187,67794,3,41,1780,48,176,20537
2022,12,Guerrero,27,Cutzamala de Pinzón,206,76370,4,50,1817,58,197,20537
2023,12,Guerrero,27,Cutzamala de Pinzón,264,96002,5,46,1813,64,212,20537
2024,12,Guerrero,27,Cutzamala de Pinzón,294,111053,5,42,1778,63,225,20537
2010,12,Guerrero,28,Chilapa de Álvarez,1653,1294100,11,22,1434,34,92,120790
2011,12,Guerrero,28,Chilapa de Álvarez,1958,1627565,13,24,1384,37,100,120790
2012,12,Guerrero,28,Chilapa de Álvarez,1976,1591850,13,21,1412,39,111,120790
2013,12,Guerrero,28,Chilapa de Álvarez,2354,2272182,19,20,1335,77,117,120790
2014,12,Guerrero,28,Chilapa de Álvarez,2216,2193610,18,20,1362,83,125,120790
2015,12,Guerrero,28,Chilapa de Álvarez,2108,1819573,14,23,1425,87,125,129867
2016,12,Guerrero,28,Chilapa de Álvarez,2357,2096223,16,22,1431,92,136,129867
2017,12,Guerrero,28,Chilapa de Álvarez,2405,2201822,17,24,1435,53,147,129867
2018,12,Guerrero,28,Chilapa de Álvarez,2365,1120537,9,29,1612,54,151,129867
2019,12,Guerrero,28,Chilapa de Álvarez,2587,1323586,10,32,1582,58,166,129867
2020,12,Guerrero,28,Chilapa de Álvarez,2342,1086762,9,30,1611,51,162,123722
2021,12,Guerrero,28,Chilapa de Álvarez,2487,1410353,11,25,1582,48,176,123722
2022,12,Guerrero,28,Chilapa de Álvarez,2652,1443135,12,35,1632,58,197,123722
2023,12,Guerrero,28,Chilapa de Álvarez,3024,1819056,15,29,1601,64,212,123722
2024,12,Guerrero,28,Chilapa de Álvarez,3689,5889903,48,16,1282,63,225,123722
2010,12,Guerrero,29,Chilpancingo de los Bravo,12693,37035644,153,5,459,34,92,241717
2011,12,Guerrero,29,Chilpancingo de los Bravo,13720,39245434,162,5,469,37,100,241717
2012,12,Guerrero,29,Chilpancingo de los Bravo,13843,42109594,174,5,493,39,111,241717
2013,12,Guerrero,29,Chilpancingo de los Bravo,14232,44809975,185,5,488,77,117,241717
2014,12,Guerrero,29,Chilpancingo de los Bravo,15624,52625972,218,5,463,83,125,241717
2015,12,Guerrero,29,Chilpancingo de los Bravo,15698,51423498,188,5,534,87,125,273106
2016,12,Guerrero,29,Chilpancingo de los Bravo,16548,56154747,206,5,530,92,136,273106
2017,12,Guerrero,29,Chilpancingo de los Bravo,17635,63481463,232,5,501,53,147,273106
2018,12,Guerrero,29,Chilpancingo de los Bravo,18201,67066927,246,5,482,54,151,273106
2019,12,Guerrero,29,Chilpancingo de los Bravo,17278,65024522,238,5,535,58,166,273106
2020,12,Guerrero,29,Chilpancingo de los Bravo,16125,60161853,212,5,583,51,162,283354
